color,director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,month,fate, Action, Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,Western,War
Color,Susan Stroman,134,38,2000,Will Ferrell,11000,Jon Lovitz,24351,Matthew Broderick,3,English,USA,PG-13,45000000,2005,8000,6.4,2.35,0,December,Hit,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Color,Pete Travis,95,38,20,Jason Cope,409,Wood Harris,578,Rakie Ayola,0,English,UK,R,35000000,2012,107,7.1,2.35,46000,December,Flop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Color,Simon Wincer,100,23,579,Treat Williams,1000,Cary-Hiroyuki Tagawa,3855,Kristy Swanson,0,English,Australia,PG,45000000,1996,642,4.9,2.35,0,Febraury,Flop,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Color,Billy Bob Thornton,220,0,820,Henry Thomas,13000,Matt Damon,15006,Sam Shepard,2,English,USA,PG-13,57000000,2000,861,5.8,2.35,652,January,Hit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
 Black and White,Oliver Stone,212,0,805,Bob Hoskins,12000,Anthony Hopkins,21130,Joan Allen,0,English,USA,R,50000000,1995,5000,7.1,2.35,915,September,Hit,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Roman Polanski,128,2000,501,Olivia Williams,854,Jim Belushi,2507,Timothy Hutton,2,English,France,PG-13,45000000,2010,766,7.2,2.35,15000,December,Average,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,Stephen Sommers,106,208,855,Jason Flemyng,3000,Djimon Hounsou,6558,Wes Studi,0,English,USA,R,45000000,1998,1000,6,2.35,0,August,Average,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Color,Spike Lee,160,0,826,Omari Hardwick,23000,Joseph Gordon-Levitt,26982,Laz Alonso,0,English,USA,R,45000000,2008,1000,6,2.35,0,April,Hit,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Color,Yimou Zhang,114,611,10,Ye Liu,879,Li Gong,949,Man Li,2,Mandarin,China,R,45000000,2006,52,7,2.35,0,October,Flop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Danny Pang,99,15,61,Charlie Yeung,12000,Nicolas Cage,12166,James With,1,English,USA,R,40000000,2008,68,5.4,1.85,0,November,Average,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Barry Sonnenfeld,74,188,865,Janeane Garofalo,11000,Zooey Deschanel,13917,Omar Epps,2,English,USA,PG-13,40000000,2002,1000,6.5,1.85,892,January,Average,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Mike Newell,139,179,50,Giovanna Mezzogiorno,267,Marcela Mar,538,Unax Ugalde,0,English,USA,R,45000000,2007,202,6.4,2.35,0,September,Superhit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,,52,,114,Clotilde Hesme,164,Pierre Perrier,654,Céline Sallette,9,French,France,TV-MA,,,116,8.3,16,17000,June,Flop,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Color,George P. Cosmatos,103,170,269,Ben Gazzara,849,Sam Waterston,2457,Nicholas Turturro,2,English,USA,R,45000000,1997,623,4.9,2.35,68,October,Average,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Oliver Parker,101,32,104,Tim McInnerny,219,Daniel Kaluuya,661,Togo Igawa,1,English,USA,PG,45000000,2011,141,6.3,2.35,17000,August,Flop,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Lawrence Kasanoff,91,11,500,Larry Miller,719,Jerry Stiller,3090,Harvey Fierstein,0,English,USA,PG,65000000,2012,611,1.7,,0,March,Hit,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Color,Ben Affleck,130,0,650,Scoot McNairy,1000,Clea DuVall,3133,Tate Donovan,1,English,USA,R,44500000,2012,660,7.7,2.35,89000,October,Hit,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Color,Andrew Davis,130,99,812,Daniel Roebuck,11000,Harrison Ford,13357,Sela Ward,1,English,USA,PG-13,44000000,1993,1000,7.8,1.85,0,May,Flop,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Andy Tennant,110,72,789,Dorian Missick,18000,Gerard Butler,21554,Peter Greene,1,English,USA,PG-13,40000000,2010,1000,5.5,2.35,0,Febraury,Hit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
 Black and White,Barry Levinson,147,272,893,Brad Pitt,22000,Robert De Niro,37076,Minnie Driver,3,English,USA,R,44000000,1996,11000,7.5,2.35,0,Febraury,Average,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,George P. Cosmatos,96,170,668,Julia Nickson,13000,Sylvester Stallone,15662,Martin Kove,0,English,USA,R,44000000,1985,738,6.4,2.35,0,November,Flop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Color,Brian Gibson,118,13,643,Demi Moore,23000,Joseph Gordon-Levitt,26907,Anne Heche,1,English,USA,R,44000000,1996,2000,5.6,2.35,353,January,Hit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Norman Ferguson,88,3,40,Dickie Jones,1000,Mel Blanc,1178,Cliff Edwards,0,English,USA,Approved,2600000,1940,48,7.5,1.37,0,November,Average,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Color,Michael Cimino,325,517,678,Sam Waterston,12000,Jeff Bridges,14255,Isabelle Huppert,0,English,USA,R,44000000,1980,849,6.8,2.35,1000,December,Average,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,Len Wiseman,102,235,520,Tony Curran,956,Sophia Myles,2998,Derek Jacobi,1,English,USA,R,50000000,2006,845,6.8,2.35,0,October,Average,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Color,Paul McGuigan,110,118,287,Spencer Wilding,11000,Daniel Radcliffe,12876,Daniel Mays,2,English,USA,PG-13,40000000,2015,1000,6,2.35,11000,Febraury,Hit,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Color,Gus Van Sant,136,835,225,Rob Brown,670,F. Murray Abraham,1801,Michael Nouri,1,English,USA,PG-13,43000000,2000,370,7.3,2.35,0,April,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Betty Thomas,103,84,664,Viggo Mortensen,12000,Steve Buscemi,23864,Elizabeth Perkins,1,English,USA,PG-13,43000000,2000,10000,6,1.37,0,June,Hit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Louis Leterrier,103,255,5000,Jet Li,11000,Morgan Freeman,22383,Bob Hoskins,1,English,France,R,45000000,2005,5000,7,2.35,0,May,Flop,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Roger Kumble,90,16,16,Lillian Adams,44,Judith Chapman,132,Chelsea Bond,3,English,USA,R,43000000,2002,28,5.1,1.85,0,January,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Sydney Pollack,154,521,957,Holly Hunter,10000,Tom Cruise,14244,Wilford Brimley,0,English,USA,R,42000000,1993,1000,6.8,1.85,0,March,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Burr Steers,99,23,135,Charlie Tahan,405,Augustus Prew,1066,Valerie Tian,1,English,USA,PG-13,44000000,2010,268,6.5,2.35,0,May,Average,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Color,Simon West,93,165,350,Tony Goldwyn,26000,Jason Statham,27834,Mini Anden,0,English,USA,R,40000000,2011,956,6.6,2.35,16000,June,Hit,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Phil Lord,109,97,839,Dax Flame,17000,Channing Tatum,19968,Rob Riggle,2,English,USA,R,42000000,2012,971,7.2,2.35,39000,January,Hit,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Roger Michell,124,50,427,Clarke Peters,8000,Julia Roberts,9255,Dylan Moran,1,English,UK,PG-13,42000000,1999,437,7,2.35,11000,June,Hit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Peter Lord,84,91,206,Miranda Richardson,579,Imelda Staunton,1817,Julia Sawalha,0,English,UK,G,45000000,2000,530,7,1.85,0,June,Flop,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,John Hamburg,90,29,650,Masi Oka,22000,Philip Seymour Hoffman,24534,Debra Messing,1,English,USA,PG-13,42000000,2004,923,5.9,1.85,0,June,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Reginald Hudlin,117,71,547,Eartha Kitt,723,John Witherspoon,3841,Geoffrey Holder,1,English,USA,R,40000000,1992,558,5.4,1.85,0,October,Average,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Paul Feig,123,176,749,William Xifaras,975,Michael Rapaport,4825,Demián Bichir,7,English,USA,R,43000000,2013,815,6.6,2.35,24000,April,Hit,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Joseph L. Mankiewicz,251,311,595,Richard Burton,940,Martin Landau,2957,Roddy McDowall,2,English,UK,Approved,31115000,1963,726,7,2.2,0,November,Average,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Color,Frank Coraci,105,153,491,Reggie Lee,4000,Salma Hayek,6727,Charice,2,English,USA,PG,42000000,2012,828,6.5,1.85,17000,January,Average,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Carl Franklin,115,73,505,Adam Scott,11000,Morgan Freeman,15571,Bruce Davison,1,English,USA,PG-13,42000000,2002,3000,6.3,2.35,893,July,Average,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Barbra Streisand,122,0,292,Austin Pendleton,12000,Jeff Bridges,13716,Mimi Rogers,0,English,USA,PG-13,42000000,1996,592,6.5,1.85,0,July,Average,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Mark Pellington,119,89,395,Will Patton,650,Debra Messing,1651,David Eigenberg,0,English,USA,PG-13,32000000,2002,537,6.5,2.35,0,March,Flop,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Color,Larry Charles,81,119,412,Elton John,468,Bono,2134,Slash,1,English,USA,R,42000000,2009,442,5.8,1.85,0,March,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,John Glen,133,46,275,Talisa Soto,683,Robert Davi,2371,Anthony Zerbe,0,English,UK,PG-13,32000000,1989,349,6.6,2.35,0,May,Flop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Catherine Hardwicke,100,308,913,Billy Burke,10000,Gary Oldman,15369,Virginia Madsen,2,English,USA,PG-13,42000000,2011,2000,5.4,2.35,20000,September,Average,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Color,John Herzfeld,120,17,808,Charlize Theron,22000,Robert De Niro,33585,Kelsey Grammer,1,English,USA,R,42000000,2001,9000,6.1,2.35,748,October,Flop,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Annabel Jankel,104,5,687,Fisher Stevens,5000,Bob Hoskins,7723,Fiona Shaw,0,English,UK,PG,42000000,1993,922,4,1.85,0,January,Hit,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Color,Andrew Niccol,122,487,16,Jeremy Crutchley,12000,Nicolas Cage,12076,Jared Burke,2,English,USA,R,50000000,2005,43,7.6,2.35,10000,December,Hit,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
 Black and White,Yimou Zhang,80,611,576,Tony Chiu Wai Leung,5000,Jet Li,6229,Maggie Cheung,4,Mandarin,China,PG-13,31000000,2002,643,7.9,2.35,0,December,Flop,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Color,Julie Anne Robinson,91,30,497,Debbie Reynolds,922,Fisher Stevens,3301,Patrick Fischler,1,English,USA,PG-13,40000000,2012,786,5.3,2.35,19000,April,Average,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,Evan Goldberg,112,133,365,Randall Park,11000,James Franco,12239,Anders Holm,4,English,USA,R,44000000,2014,392,6.6,2.35,50000,October,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Sngmoo Lee,100,19,433,Dong-gun Jang,624,Tony Cox,2056,Jed Brophy,1,English,New Zealand,R,45000000,2010,489,6.3,2.35,0,November,Hit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
 Black and White,,30,,253,Gavin MacLeod,870,Tim Conway,1610,Bob Hastings,1,English,USA,TV-G,,,284,7.5,4,455,May,Hit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Color,Jean-Pierre Jeunet,105,0,52,Dany Boon,1000,Omar Sy,1342,André Dussollier,4,French,France,R,27000000,2009,172,7.2,2.35,0,August,Hit,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Curtis Hanson,110,161,196,Omar Benson Miller,1000,Mekhi Phifer,1954,Evan Jones,0,English,USA,R,41000000,2002,418,7,2.35,0,August,Flop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Jamel Debbouze,101,326,6,Youssef Hajdi,326,Jamel Debbouze,488,Mélissa Theuriau,0,French,France,,,2015,152,4.9,,161,January,Average,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Brian Helgeland,144,241,996,Rufus Sewell,13000,Heath Ledger,18761,Bérénice Bejo,1,English,USA,PG-13,65000000,2001,3000,6.9,2.35,0,October,Flop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Gordon Chan,108,4,96,Lee Evans,687,Julian Sands,1134,Anthony Chau-Sang Wong,1,English,Hong Kong,PG-13,41000000,2003,312,5.2,2.35,505,June,Superhit,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Color,M. Night Shyamalan,107,0,766,Haley Joel Osment,13000,Bruce Willis,17540,Olivia Williams,0,English,USA,PG-13,40000000,1999,3000,8.1,1.85,14000,December,Average,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,Asger Leth,102,20,54,Mandy Gonzalez,107,Robert Clohessy,362,J. Smith-Cameron,6,English,USA,PG-13,42000000,2012,81,6.6,2.35,11000,June,Average,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,David Frankel,100,64,296,Kevin Pollak,734,Joel McHale,2085,JoBeth Williams,0,English,USA,PG,41000000,2011,574,6.2,2.35,11000,September,Hit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,John G. Avildsen,126,80,225,William Zabka,668,Martin Kove,2004,William Bassett,0,English,USA,PG,8000000,1984,641,7.2,1.85,0,November,Hit,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Color,David O. Russell,138,737,14000,Christian Bale,34000,Jennifer Lawrence,83012,Bradley Cooper,5,English,USA,R,40000000,2013,23000,7.3,2.35,63000,July,Average,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Anne Fletcher,108,98,723,Denis O'Hare,16000,Ryan Reynolds,18656,Craig T. Nelson,1,English,USA,PG-13,40000000,2009,896,6.7,2.35,10000,Febraury,Average,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Bruce Beresford,105,78,298,Annabeth Gish,984,Bruce Greenwood,2129,Bruce Campbell,0,English,USA,R,70000000,1999,489,6.4,2.35,0,July,Hit,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,Robert Zemeckis,108,0,690,Jeffrey Weissman,1000,Lea Thompson,3660,Thomas F. Wilson,0,English,USA,PG,40000000,1989,869,7.8,1.85,12000,July,Average,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Color,Luc Besson,89,0,903,Morgan Freeman,19000,Scarlett Johansson,32325,Amr Waked,0,English,France,R,40000000,2014,11000,6.4,2.35,83000,December,Flop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,Sam Taylor-Johnson,129,456,716,Luke Grimes,1000,Jennifer Ehle,4585,Callum Rennie,0,English,USA,R,40000000,2015,935,4.1,2.35,101000,December,Flop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Robert Rodriguez,84,0,2000,Salma Hayek,13000,Sylvester Stallone,22935,Alexa PenaVega,3,English,USA,PG,38000000,2003,4000,4.1,1.85,681,July,Hit,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Color,Joel Schumacher,149,541,1000,Matthew McConaughey,18000,Kevin Spacey,31349,Oliver Platt,3,English,USA,R,40000000,1996,11000,7.4,2.35,0,May,Flop,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Shawn Levy,94,189,597,Alyson Stoner,3000,Tom Welling,7014,Bonnie Hunt,15,English,USA,PG,40000000,2003,2000,5.8,1.85,0,September,Hit,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Peter Berg,121,532,127,Scott Elrod,480,Jerry Ferrara,1261,Dan Bilzerian,0,English,USA,R,40000000,2013,449,7.6,2.35,58000,Febraury,Hit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
 Black and White,Penny Marshall,128,545,251,Lori Petty,15000,Tom Hanks,16751,Rosie O'Donnell,3,English,USA,PG,40000000,1992,923,7.2,2.35,0,April,Hit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,James Wan,134,0,336,Frances O'Connor,1000,Javier Botet,2676,Robin Atkin Downes,0,English,USA,R,40000000,2016,575,7.8,2.35,40000,Febraury,Hit,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Color,David Fincher,120,21000,81,Dustin Fitzsimons,10000,Andrew Garfield,10555,Marcella Lentz-Pope,0,English,USA,PG-13,40000000,2010,349,7.7,2.35,74000,May,Average,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Ken Kwapis,129,42,49,Sabrina Revelle,97,Carmen Perez,318,Sachiko Ishida,7,English,USA,PG-13,40000000,2009,50,6.4,2.35,12000,March,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,David Zucker,89,119,807,Carmen Electra,2000,Beau Mirchoff,5855,Regina Hall,8,English,USA,PG-13,45000000,2006,869,5.1,1.85,1000,November,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Wes Craven,116,0,71,Roger Jackson,287,Kelly Rutherford,600,Nancy O'Dell,4,English,USA,R,40000000,2000,157,5.5,2.35,0,October,Hit,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Color,Robert Zemeckis,118,0,690,Jeffrey Weissman,1000,Lea Thompson,3986,Thomas F. Wilson,0,English,USA,PG,40000000,1990,869,7.4,1.37,0,April,Average,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Color,Etan Cohen,107,164,723,Alison Brie,8000,Will Ferrell,12556,Craig T. Nelson,2,English,USA,R,40000000,2015,2000,6,1.85,14000,December,Hit,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Francis Ford Coppola,155,0,10000,Anthony Hopkins,18000,Keanu Reeves,42220,Gary Oldman,0,English,USA,R,40000000,1992,12000,7.5,1.85,14000,November,Hit,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Color,Nora Ephron,123,0,923,Mary Lynn Rajskub,11000,Meryl Streep,13321,Vanessa Ferlito,2,English,USA,PG-13,40000000,2009,935,7,1.85,13000,Febraury,Hit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Brian Helgeland,128,241,898,Christopher Meloni,11000,Harrison Ford,16911,Nicole Beharie,0,English,USA,PG-13,40000000,2013,3000,7.5,2.35,28000,September,Hit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,Anthony Minghella,139,333,1000,Matt Damon,22000,Philip Seymour Hoffman,36810,Jack Davenport,1,English,USA,R,40000000,1999,13000,7.3,1.85,0,January,Flop,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Bobby Farrelly,109,101,839,Kathleen Turner,13000,Bill Murray,16179,Rob Riggle,1,English,USA,PG-13,35000000,2014,899,5.7,1.85,55000,September,Hit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Frank Marshall,120,155,249,Bruce Greenwood,23000,Paul Walker,24300,Wendy Crewson,1,English,USA,PG,40000000,2006,984,7.3,2.35,11000,October,Hit,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,Nancy Meyers,121,278,808,Anne Hathaway,22000,Robert De Niro,36010,Rene Russo,2,English,USA,PG-13,35000000,2015,11000,7.2,1.85,54000,March,Flop,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Tim Story,102,167,655,Nadine Velazquez,2000,Olivia Munn,5178,Bruce McGill,0,English,USA,PG-13,40000000,2016,874,5.9,2.35,0,Febraury,Hit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Michael Mann,117,0,322,Terry Kinney,855,Wes Studi,2144,Eric Schweig,1,English,USA,R,40000000,1992,363,7.8,2.35,0,November,Hit,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Color,Taylor Hackford,178,138,748,Curtis Armstrong,904,Bokeem Woodbine,5074,Harry Lennix,0,English,USA,PG-13,40000000,2004,876,7.7,1.85,0,November,Superhit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
 Black and White,Frank Miller,147,436,175,Powers Boothe,3000,Rosario Dawson,3924,Jason Douglas,1,English,USA,R,40000000,2005,472,8.1,1.85,13000,December,Average,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Pete Travis,90,38,882,Edgar Ramírez,2000,Dennis Quaid,6775,William Hurt,4,English,USA,PG-13,40000000,2008,897,6.6,2.35,0,January,Superhit,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Color,John Hamburg,105,29,257,Jon Favreau,24000,J.K. Simmons,28928,Jane Curtin,2,English,USA,R,40000000,2009,4000,7.1,1.85,0,March,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Bobby Farrelly,114,101,398,Bruce McGill,700,Jason Alexander,2842,Susan Ward,2,English,USA,PG-13,40000000,2001,655,5.9,1.85,0,December,Superhit,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
 Black and White,Oliver Stone,206,0,4,Jay O. Sanders,433,Sally Kirkland,698,Cheryl Penland,1,English,France,R,40000000,1991,256,8,2.35,0,March,Flop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Color,John Whitesell,99,14,633,Nia Long,17000,Chloë Grace Moretz,19334,Marisol Nichols,0,English,USA,PG-13,40000000,2006,826,4.6,1.85,663,April,Average,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Gore Verbinski,123,563,8000,Brad Pitt,24000,J.K. Simmons,43917,Julia Roberts,0,English,USA,R,34000000,2001,11000,6.1,2.35,2000,August,Hit,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,Angelina Jolie Pitt,137,11000,465,Jack O'Connell,769,Finn Wittrock,2938,Alex Russell,0,English,USA,PG-13,65000000,2014,698,7.2,2.35,35000,October,Average,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Color,Burr Steers,102,23,651,Hunter Parrish,2000,Matthew Perry,7009,Thomas Lennon,1,English,USA,PG-13,20000000,2009,2000,6.4,2.35,0,November,Average,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Color,Nick Cassavetes,109,415,119,Kate Upton,982,Don Johnson,2357,David Thornton,2,English,USA,PG-13,40000000,2014,971,6,2.35,16000,June,Flop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,David R. Ellis,82,160,748,Andrew Fiscella,164000,Krista Allen,303717,Shantel VanSanten,0,English,USA,R,40000000,2009,137000,5.2,2.35,0,October,Hit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Color,Steven Spielberg,142,14000,423,Mark Rylance,15000,Tom Hanks,16944,Amy Ryan,0,English,USA,PG-13,40000000,2015,535,7.6,2.35,55000,July,Average,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Color,John Moore,106,212,389,David Keith,578,Joaquim de Almeida,2544,Sam Jaeger,2,English,USA,PG-13,40000000,2001,563,6.4,2.35,0,July,Average,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Color,Nicholas Stoller,114,89,177,Mario Lopez,836,Pink,2091,Lino Facioli,2,English,USA,R,,2010,719,6.4,1.85,12000,January,Average,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Peter Chelsom,106,23,418,Nick Cannon,1000,Lisa Ann Walter,2325,Omar Benson Miller,2,English,USA,PG-13,50000000,2004,593,6.1,1.85,0,March,Average,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color,Joe Dante,108,287,823,Denis Leary,4000,Kirsten Dunst,8610,Robert Picardo,0,English,USA,PG-13,40000000,1998,835,6.1,2.35,0,Febraury,Flop,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Color,Mark A.Z. Dippé,98,20,968,Frank Welker,2000,Michael Jai White,7039,Miko Hughes,0,English,USA,R,40000000,1997,2000,5.2,1.85,0,October,Hit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Color,Kevin Reynolds,131,58,720,James Frain,15000,Henry Cavill,17152,Michael Wincott,1,English,UK,PG-13,35000000,2002,1000,7.7,1.85,0,November,Hit,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
